Description...,Accession,Gene_id,BT_1,BT_2,BT_3,BT_4,BT_5,BT_6,BT_7,BT_8,BT_9,BT_10,BT_11,BT_12,BT_13,BT_14,CJK_1,CJK_2,CJK_3,CJK_4,CJK_5,CJK_6,CJK_7,CJK_8,CJK_9,CJK_10,CJK_11,CJK_12,CJK_13,CJK_14,CJK_16,CJK_17,CJK_18,CJK_19,CJK_20
Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha OS=Homo sapiens OX=9606 GN=FNTA PE=1 SV=1;;;,P49354|FNTA_HUMAN,PLPP1,NA,NA,605850,NA,NA,NA,211040,NA,NA,NA,636780,NA,NA,NA,776670,NA,NA,NA,NA,NA,NA,434700,NA,NA,NA,NA,NA,969470,NA,NA,NA,NA,NA
Protein spinster homolog 1 OS=Homo sapiens OX=9606 GN=SPNS1 PE=1 SV=1;;;,Q9H2V7|SPNS1_HUMAN,DDX58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080300,NA,NA,1752800,2250800,NA,455830,688110,5296800,NA,NA,70735,0,160590,NA,NA,NA
CBP80/20-dependent translation initiation factor OS=Homo sapiens OX=9606 GN=CTIF PE=1 SV=1;;;,O43310|CTIF_HUMAN,RAP2B,791930,NA,1925200,1235300,2329000,641080,3174800,1339300,703100,0,414550,NA,399210,192660,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,126320,0,NA,NA,604340,NA,NA
ATP-binding cassette sub-family B member 7  mitochondrial OS=Homo sapiens OX=9606 GN=ABCB7 PE=1 SV=2;;;,O75027|ABCB7_HUMAN,NDUFS7,347380,NA,NA,506600,NA,NA,NA,NA,NA,NA,1735200,299350,638590,NA,NA,NA,NA,1628100,1543400,NA,5245700,2658000,0,NA,4006700,916860,569240,NA,3411100,NA,1854400,2944500,2971400
Cytochrome c oxidase subunit 6C OS=Homo sapiens OX=9606 GN=COX6C PE=1 SV=2;;;,P09669|COX6C_HUMAN,PRKAB1,1847900,2434900,2285400,408390,2096400,4701200,899430,1791000,1418000,1649300,1927100,1560000,NA,3495600,6786400,3158500,10656000,6683300,13243000,19252000,NA,12202000,5154800,16418000,2750800,11646000,14568000,17446000,24635000,4587200,11267000,NA,NA
Synapse-associated protein 1 OS=Homo sapiens OX=9606 GN=SYAP1 PE=1 SV=1;;;,Q96A49|SYAP1_HUMAN,AHR,3472100,NA,6436000,394570,NA,NA,NA,NA,NA,NA,1367200,NA,110860,NA,1367400,0,2397300,1147400,89907,1034700,3302600,NA,NA,NA,614980,NA,NA,1330600,743530,NA,1108000,NA,NA
Tumor necrosis factor receptor superfamily member 6 OS=Homo sapiens OX=9606 GN=FAS PE=1 SV=1;;;,P25445|TNR6_HUMAN,LPCAT1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402530,NA,215820,NA,NA,199130,2613700,2245000,1748800,1924200,1771700,1306500,NA,1582300,17679000,NA,NA,2903800,2313200,819000,2524500,NA,21113000
Very-long-chain enoyl-CoA reductase OS=Homo sapiens OX=9606 GN=TECR PE=1 SV=1;;;,Q9NZ01|TECR_HUMAN,TBC1D5,NA,2542200,0,5659900,2093200,3126200,1893000,283630,1599700,3134000,NA,1853100,1665600,2271400,NA,129030,1739100,NA,NA,NA,1979400,0,6552800,NA,9128500,501650,0,12313000,6483300,2334800,6817900,1421400,3678800
Cell division cycle and apoptosis regulator protein 1 OS=Homo sapiens OX=9606 GN=CCAR1 PE=1 SV=2;;;,Q8IX12|CCAR1_HUMAN,FARP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,5300200,6290500,NA,8366300,1499300,NA,NA,NA,354310,3405500,NA,8355800,748130,3125000,1855800,NA,1817800
BRISC complex subunit Abraxas 2 OS=Homo sapiens OX=9606 GN=ABRAXAS2 PE=1 SV=2;;,Q15018|ABRX2_HUMAN,KDSR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1983200,72796,1734100,NA,4353800,1936700,13958000,NA,6287900,NA,883470,NA,451740,1732000,NA,NA,909470,361750,483490
Four and a half LIM domains protein 2 OS=Homo sapiens OX=9606 GN=FHL2 PE=1 SV=3;;,Q14192|FHL2_HUMAN,USP10,NA,NA,NA,1165500,NA,NA,0,NA,NA,NA,408520,NA,NA,NA,11480000,14225000,14163000,1177300,NA,5551000,NA,NA,1707800,9936900,17186000,15048000,10964000,7151600,9324100,5018600,7294600,4289100,4941900
Tyrosine-protein kinase JAK1 OS=Homo sapiens OX=9606 GN=JAK1 PE=1 SV=2;;,P23458|JAK1_HUMAN,NQO2,4554600,NA,1412900,2146300,0,NA,NA,NA,1505000,NA,NA,NA,NA,NA,1940700,NA,2976600,NA,2908900,NA,482900,NA,661380,NA,1720300,133020,524070,858790,7430500,NA,NA,NA,NA
SPATS2-like protein OS=Homo sapiens OX=9606 GN=SPATS2L PE=1 SV=2,Q9NUQ6|SPS2L_HUMAN,NASP,1929300,NA,NA,NA,3141100,NA,NA,NA,0,865200,NA,NA,NA,NA,9762600,NA,9201200,406060,0,NA,6457300,NA,11025000,NA,16576000,3086900,NA,1756000,NA,1548000,435940,NA,639190
Single-stranded DNA-binding protein  mitochondrial OS=Homo sapiens OX=9606 GN=SSBP1 PE=1 SV=1;;;,Q04837|SSBP_HUMAN,PPP3R1,NA,NA,NA,NA,249160,526420,1259400,NA,1074100,564510,1559000,504820,0,540530,NA,730290,4623800,NA,NA,2015400,6437000,NA,7757600,0,7116300,46674,NA,8493900,921160,1512200,9072100,1053000,2732500
Protein MEMO1 OS=Homo sapiens OX=9606 GN=MEMO1 PE=1 SV=1;;,Q9Y316|MEMO1_HUMAN,STON1,291180,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,978380,18029000,1508800,12714000,4089300,11607000,NA,5837600,NA,6651100,226240,51476,0,NA,NA,2478400,764100,237070
Interferon-induced protein with tetratricopeptide repeats 1 OS=Homo sapiens OX=9606 GN=IFIT1 PE=1 SV=2;;,P09914|IFIT1_HUMAN,IST1,NA,NA,NA,NA,NA,NA,NA,3181300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3321600,NA,NA,NA,2944700,NA,NA,7042300,739890,4141200,1993100,9726300,471540,NA
Peroxisomal membrane protein PEX14 OS=Homo sapiens OX=9606 GN=PEX14 PE=1 SV=1;;,O75381|PEX14_HUMAN,SLC44A1,885460,0,165390,NA,NA,NA,730400,NA,913930,NA,NA,NA,NA,NA,12814000,NA,7611500,NA,7104300,1426900,4537500,0,340180,328330,863760,NA,1243700,2103400,28217000,0,NA,1411300,NA
Inositol-3-phosphate synthase 1 OS=Homo sapiens OX=9606 GN=ISYNA1 PE=1 SV=1;;;,Q9NPH2|INO1_HUMAN,LACC1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8616400,159940,6819200,NA,0,816670,2784500,437120,1098100,NA,NA,2304300,NA,NA,NA,1666500,NA,691600,NA
Derlin-1 OS=Homo sapiens OX=9606 GN=DERL1 PE=1 SV=1;;,Q9BUN8|DERL1_HUMAN,HSPBP1,NA,409700,NA,0,NA,NA,NA,797910,956820,NA,NA,NA,0,NA,19875000,5038200,18401000,89949000,10940000,98452000,4987900,NA,10034000,82857000,NA,10031000,41474000,93319000,74649000,6880600,21376000,32079000,10516000
4-aminobutyrate aminotransferase  mitochondrial OS=Homo sapiens OX=9606 GN=ABAT PE=1 SV=3;;;,P80404|GABT_HUMAN,ERGIC2,NA,1538400,NA,NA,NA,466860,NA,1527500,396130,NA,NA,NA,NA,0,1546200,674890,1551200,1611600,NA,3898900,164980,NA,NA,0,NA,3109200,NA,1755800,1114400,NA,1699000,740870,3305600
Queuosine salvage protein OS=Homo sapiens OX=9606 GN=C9orf64 PE=1 SV=1;,Q5T6V5|QSPP_HUMAN,NDUFB4,NA,NA,NA,NA,NA,NA,401750,NA,NA,NA,NA,NA,NA,NA,1887700,NA,1626900,972150,NA,1577600,NA,NA,NA,NA,0,1345300,NA,519470,NA,351900,804590,379360,NA
Amyloid-beta precursor protein OS=Homo sapiens OX=9606 GN=APP PE=1 SV=3;;;,P05067|A4_HUMAN,RAP2A,NA,451470,NA,NA,1175400,NA,NA,NA,NA,NA,NA,0,646230,NA,4975400,NA,1523400,900730,NA,NA,NA,NA,NA,NA,8799400,1269800,NA,NA,NA,1141400,NA,NA,NA
Vinexin OS=Homo sapiens OX=9606 GN=SORBS3 PE=1 SV=2;;;,O60504|VINEX_HUMAN,ASAP2,NA,NA,708630,NA,NA,NA,NA,NA,NA,NA,383790,NA,681890,NA,3148400,378550,NA,2259100,NA,2954900,NA,NA,4384900,2799400,852490,1049300,223410,180910,NA,0,3642900,NA,857500
DNA-directed RNA polymerase II subunit RPB3 OS=Homo sapiens OX=9606 GN=POLR2C PE=1 SV=2;;,P19387|RPB3_HUMAN,RTN2,1253500,1207700,1866400,1898800,2527500,1247600,650350,1249000,958960,1125500,909170,929900,729690,1449200,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calcineurin B homologous protein 1 OS=Homo sapiens OX=9606 GN=CHP1 PE=1 SV=3;;;,Q99653|CHP1_HUMAN,TPD52L1,0,NA,677780,1217100,336890,671350,0,714340,0,0,0,460820,482170,271000,NA,NA,NA,NA,NA,349070,NA,0,805410,NA,NA,1056300,388190,302290,NA,356400,0,NA,0
Ufm1-specific protease 2 OS=Homo sapiens OX=9606 GN=UFSP2 PE=1 SV=3;;,Q9NUQ7|UFSP2_HUMAN,RAB6D,NA,NA,NA,NA,NA,NA,0,NA,254900,NA,NA,NA,NA,NA,NA,0,NA,1023000,NA,1149600,NA,NA,NA,0,NA,401540,NA,NA,4343500,NA,NA,0,400040
Ethanolamine-phosphate cytidylyltransferase OS=Homo sapiens OX=9606 GN=PCYT2 PE=1 SV=1,Q99447|PCY2_HUMAN,RAB6C,NA,NA,171590,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,224810,NA,0,1134800,1705000,NA,6484300,728950,NA,NA,NA,NA,NA,NA,627200,NA,NA,335910,NA,266040
TP53-binding protein 1 OS=Homo sapiens OX=9606 GN=TP53BP1 PE=1 SV=2;;,Q12888|TP53B_HUMAN,PPP2R5C,NA,NA,1783900,NA,2264100,1566200,735170,NA,NA,NA,313910,NA,NA,NA,NA,NA,NA,NA,NA,NA,2541600,NA,NA,373480,0,NA,4657600,623440,364310,NA,1331700,NA,NA
ATP-binding cassette sub-family F member 3 OS=Homo sapiens OX=9606 GN=ABCF3 PE=1 SV=2;;,Q9NUQ8|ABCF3_HUMAN,RTN3,848100,NA,1474200,0,515460,NA,NA,NA,0,NA,NA,NA,NA,NA,19518000,NA,0,797280,144750,7701100,368500,NA,NA,6723300,2754100,0,830960,9657100,5861400,7228800,0,4358600,NA
Mitochondrial antiviral-signaling protein OS=Homo sapiens OX=9606 GN=MAVS PE=1 SV=2;;;,Q7Z434|MAVS_HUMAN,EML1,NA,NA,NA,NA,NA,505750,NA,NA,NA,NA,NA,NA,NA,NA,563320,NA,1981400,NA,4298200,1590500,2916500,494810,3941700,NA,10129000,555430,2170800,1843400,1838600,0,615360,NA,1456800
Antigen peptide transporter 1 OS=Homo sapiens OX=9606 GN=TAP1 PE=1 SV=2;;,Q03518|TAP1_HUMAN,SERPING1,1843800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10287000,NA,NA,810880,5751300,NA,364690,NA,NA,NA,NA,774460,2830200,NA
Protein YIF1B OS=Homo sapiens OX=9606 GN=YIF1B PE=1 SV=1;;,Q5BJH7|YIF1B_HUMAN,GPX7,1361800,0,1303900,721310,1526500,2484300,628620,1934300,NA,3272900,434780,532510,988430,806260,NA,NA,9748400,500500,6500800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3989400,945430,881040
Casein kinase I isoform alpha OS=Homo sapiens OX=9606 GN=CSNK1A1 PE=1 SV=2;;,P48729|KC1A_HUMAN,NIF3L1,NA,NA,588010,NA,NA,NA,NA,0,NA,NA,919340,NA,NA,NA,1775200,NA,1479100,NA,NA,2879900,3609100,4265400,NA,796710,195080,NA,NA,44460,NA,617620,1103300,655630,2102900
MICOS complex subunit MIC19 OS=Homo sapiens OX=9606 GN=CHCHD3 PE=1 SV=1;;;,Q9NX63|MIC19_HUMAN,BCL2L1,2003000,933100,2193600,2154400,1814400,2986500,2401000,3422600,NA,695150,2812700,1642600,429500,3230700,847490,NA,47194000,NA,47534000,1434900,28481000,2536700,3874800,3466000,77508000,1585100,48738,5453000,13953000,1070700,3446400,NA,2444000
Dihydroxyacetone phosphate acyltransferase OS=Homo sapiens OX=9606 GN=GNPAT PE=1 SV=1;,O15228|GNPAT_HUMAN,CNIH4,226510,0,NA,598460,NA,622390,NA,408920,261220,NA,NA,453080,285320,NA,2660600,NA,8826600,6061100,807080,16208000,3695800,NA,2702700,5901400,NA,NA,401100,2418200,NA,NA,NA,3437400,NA
Metalloproteinase inhibitor 3 OS=Homo sapiens OX=9606 GN=TIMP3 PE=1 SV=2;;;,P35625|TIMP3_HUMAN,IRGQ,NA,NA,NA,NA,NA,NA,NA,109480,516990,NA,NA,NA,1416100,NA,NA,NA,11539000,NA,3832300,NA,NA,NA,NA,NA,NA,NA,2465600,NA,NA,NA,4471700,NA,2287200
Huntingtin OS=Homo sapiens OX=9606 GN=HTT PE=1 SV=2;,P42858|HD_HUMAN,AQP1,0,1181500,NA,NA,387750,NA,NA,NA,1630500,NA,NA,NA,NA,NA,4087600,NA,4733500,NA,845610,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,873340
TRPM8 channel-associated factor 1 OS=Homo sapiens OX=9606 GN=TCAF1 PE=1 SV=3;,Q9Y4C2|TCAF1_HUMAN,NAT1,5616700,NA,7217400,0,NA,9140100,7049700,8373400,6931600,NA,8617700,NA,NA,NA,NA,3238100,NA,16749000,NA,43079000,NA,NA,0,3848500,9317100,NA,NA,30030000,300270,347620,40568000,28611000,0
Secretory carrier-associated membrane protein 2 OS=Homo sapiens OX=9606 GN=SCAMP2 PE=1 SV=2;;;,O15127|SCAM2_HUMAN,CTHRC1,708710,888160,943430,827420,781330,1140100,1404300,1390800,595240,1038800,1538700,950870,1056300,714030,NA,NA,NA,NA,NA,NA,4532800,NA,4585300,NA,7304800,NA,NA,2957700,NA,NA,1568800,478150,1805500
La-related protein 7 OS=Homo sapiens OX=9606 GN=LARP7 PE=1 SV=1;;;,Q4G0J3|LARP7_HUMAN,PVR,3106100,NA,NA,NA,598920,NA,NA,NA,NA,NA,NA,NA,NA,NA,2044600,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1172500,NA,103000,NA,NA,NA,NA,NA
DnaJ homolog subfamily C member 5 OS=Homo sapiens OX=9606 GN=DNAJC5 PE=1 SV=1;;;,Q9H3Z4|DNJC5_HUMAN,PPOX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3653500,NA,NA,NA,NA,2285400,4718300,9374200,11115000,NA,9544200,657960,1463500,496770,NA,NA,NA
WASH complex subunit 1 OS=Homo sapiens OX=9606 GN=WASHC1 PE=1 SV=2;;;,A8K0Z3|WASH1_HUMAN,FNTA,NA,NA,NA,NA,1753900,NA,NA,NA,NA,NA,NA,NA,NA,NA,2192700,532490,1893100,1930500,NA,1743700,2244400,NA,324850,4601000,NA,700020,207360,NA,NA,0,NA,294580,110070
Putative WAS protein family homolog 3 OS=Homo sapiens OX=9606 GN=WASH3P PE=1 SV=2;;;,C4AMC7|WASH3_HUMAN,SPNS1,NA,NA,1076300,NA,459060,NA,NA,NA,1699800,NA,NA,NA,NA,NA,2192700,532490,1893100,1930500,NA,1743700,2244400,NA,324850,4601000,NA,700020,207360,NA,NA,0,NA,294580,110070
WAS protein family homolog 2 OS=Homo sapiens OX=9606 GN=WASH2P PE=2 SV=2;;;,Q6VEQ5|WASH2_HUMAN,CTIF,NA,NA,1076300,NA,459060,NA,NA,NA,1699800,NA,NA,NA,NA,NA,2192700,532490,1893100,1930500,NA,1743700,2244400,NA,324850,4601000,NA,700020,207360,NA,NA,0,NA,294580,110070
Putative WAS protein family homolog 4 OS=Homo sapiens OX=9606 GN=WASH4P PE=5 SV=1;;,A8MWX3|WASH4_HUMAN,ABCB7,NA,373440,NA,NA,1480700,NA,NA,NA,NA,NA,NA,757120,NA,NA,2192700,532490,1893100,1930500,NA,1743700,969540,NA,324850,1306100,NA,700020,207360,NA,NA,0,NA,294580,NA
Calcium-binding protein 39 OS=Homo sapiens OX=9606 GN=CAB39 PE=1 SV=1;;;,Q9Y376|CAB39_HUMAN,COX6C,NA,NA,0,NA,529180,NA,NA,NA,NA,NA,NA,NA,NA,NA,1418700,NA,6815200,3917600,NA,4205900,2096200,NA,8092800,8454900,590300,3266800,9244400,4673900,11948000,2368800,3515100,NA,NA
Serine/threonine-protein kinase 10 OS=Homo sapiens OX=9606 GN=STK10 PE=1 SV=1;;,O94804|STK10_HUMAN,SYAP1,2250400,NA,1503700,NA,571320,380540,941000,549740,6187600,5972900,564650,6272800,2704400,986990,NA,NA,11078000,0,604390,NA,5194100,NA,NA,18769000,NA,NA,6826800,7305700,17337000,116740,NA,NA,0
E3 ubiquitin-protein ligase HECW2 OS=Homo sapiens OX=9606 GN=HECW2 PE=1 SV=2;,Q9P2P5|HECW2_HUMAN,FAS,182530,4618000,NA,NA,NA,NA,546320,NA,NA,NA,552940,NA,68463,NA,NA,NA,798820,NA,7314300,NA,8667200,NA,0,NA,12302000,NA,0,657130,139560,NA,748680,2926200,NA
Vacuolar protein sorting-associated protein 26C OS=Homo sapiens OX=9606 GN=VPS26C PE=1 SV=1;;;,O14972|VP26C_HUMAN,TECR,NA,NA,NA,NA,NA,NA,NA,NA,NA,145950,NA,NA,NA,NA,NA,0,4347700,246170,411950,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Cleavage stimulation factor subunit 2 OS=Homo sapiens OX=9606 GN=CSTF2 PE=1 SV=1;,P33240|CSTF2_HUMAN,CCAR1,1118600,1094200,NA,1880100,1019300,1854300,1328200,1246900,1205700,993050,770580,850320,758940,1028000,NA,NA,548530,NA,1807800,NA,2035000,NA,2977700,NA,2223200,NA,NA,0,NA,NA,582130,171700,17703000
"'""5''-nucleotidase domain-containing protein 2 OS=Homo sapiens OX=9606 GN=NT5DC2 PE=1 SV=1",Q9H857|NT5D2_HUMAN,,NA,NA,NA,1725100,NA,2737800,NA,521980,0,NA,0,628970,NA,673710,NA,NA,101960,1030600,NA,2483600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1148700
CDKN2A-interacting protein OS=Homo sapiens OX=9606 GN=CDKN2AIP PE=1 SV=3;,Q9NXV6|CARF_HUMAN,JAK1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,80384,NA,NA,NA,NA,NA,154190,292170,NA,NA,NA,2365800,NA,NA,182170,NA,NA,NA,NA,NA
Nucleoplasmin-3 OS=Homo sapiens OX=9606 GN=NPM3 PE=1 SV=3;,O75607|NPM3_HUMAN,SPATS2L,6885200,9160900,14634000,17295000,4363500,13555000,7632500,6798500,6311600,8541700,15409000,9911700,5573100,8367500,5728300,912470,4597000,1640400,2863900,NA,1187200,NA,1171300,NA,6134000,1735400,2394400,2590900,2190100,349450,68673,NA,718030
Vacuolar protein sorting-associated protein 26B OS=Homo sapiens OX=9606 GN=VPS26B PE=1 SV=2;;;,Q4G0F5|VP26B_HUMAN,SSBP1,625740,NA,612990,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1978000,439750,3202300,2267400,1861000,4187900,2753300,NA,NA,NA,NA,1093600,NA,1350500,3381200,NA,1464300,NA,2386600
DNA replication licensing factor MCM4 OS=Homo sapiens OX=9606 GN=MCM4 PE=1 SV=5;;;,P33991|MCM4_HUMAN,MEMO1,NA,NA,NA,NA,NA,402640,NA,NA,NA,NA,NA,NA,NA,NA,1555700,NA,1542800,1276900,NA,NA,NA,NA,NA,NA,NA,715760,NA,1702100,NA,NA,0,10706000,4656100
Microtubule-associated protein RP/EB family member 2 OS=Homo sapiens OX=9606 GN=MAPRE2 PE=1 SV=1;;;,Q15555|MARE2_HUMAN,IFIT1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2433100,NA,4576300,NA,1536200,NA,4002700,NA,4059700,866210,3294400,NA,2851800,3749800,NA,3084400,2353000,521490,NA
E3 ubiquitin-protein ligase MYCBP2 OS=Homo sapiens OX=9606 GN=MYCBP2 PE=1 SV=4;;,O75592|MYCB2_HUMAN,PEX14,0,NA,NA,0,NA,NA,NA,NA,NA,8853900,NA,NA,NA,NA,NA,0,213170,1674700,5453300,NA,4602900,1758300,603510,NA,13889000,144850,2630300,1383100,179120,10847000,6181000,134640,NA
Desmoplakin OS=Homo sapiens OX=9606 GN=DSP PE=1 SV=3;,P15924|DESP_HUMAN,ISYNA1,2359600,NA,1420400,1025400,756380,1921700,1170500,239850,1797600,NA,3744400,8277000,1660000,2290900,3169400,3963300,2999600,0,362660,0,7339400,345460,4380400,2241400,9947400,16640000,NA,11374000,2674000,13339000,NA,17148000,1682000
Immediate early response 3-interacting protein 1 OS=Homo sapiens OX=9606 GN=IER3IP1 PE=1 SV=1;;;,Q9Y5U9|IR3IP_HUMAN,DERL1,NA,NA,0,277920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6075100,1100700,12700000,3552000,4171300,1930400,4602400,231410,1784000,10250000,6463700,3162900,NA,2267400,9039500,353290,5369800,2743300,5657300
Proteasome subunit beta type-8 OS=Homo sapiens OX=9606 GN=PSMB8 PE=1 SV=3;;;,P28062|PSB8_HUMAN,ABAT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909550,NA,NA,NA,NA,1122000,6362600,8090400,NA,0,1869700,0,36090000,1577500,5204300,535310,NA
Isopentenyl-diphosphate Delta-isomerase 1 OS=Homo sapiens OX=9606 GN=IDI1 PE=1 SV=2;;;,Q13907|IDI1_HUMAN,C9orf64,414300,NA,1483000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"'""cGMP-specific 3'' 5''-cyclic phosphodiesterase OS=Homo sapiens OX=9606 GN=PDE5A PE=1 SV=2",O76074|PDE5A_HUMAN,"',APP
""2550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,562020,0,NA,1019200,677910,1804000,NA,1903900,NA,NA,NA,0,NA,NA,NA,NA,NA,38316000,NA,NA,2048600,NA
Ragulator complex protein LAMTOR3 OS=Homo sapiens OX=9606 GN=LAMTOR3 PE=1 SV=1;;;,Q9UHA4|LTOR3_HUMAN,POLR2C,NA,NA,NA,NA,NA,1849400,80711,NA,NA,NA,NA,NA,906070,NA,7465100,501310,16727000,5114900,5989200,7629200,10798000,1313700,17794000,11776000,14151000,7751200,12284000,9496900,498050,340510,NA,NA,4539700
Vacuolar protein sorting-associated protein 41 homolog OS=Homo sapiens OX=9606 GN=VPS41 PE=1 SV=3;,P49754|VPS41_HUMAN,CHP1,NA,427690,NA,NA,542520,NA,3997900,1198200,2640900,2304700,1951600,976080,NA,1007100,2835800,NA,6811000,587060,28196000,NA,NA,NA,NA,NA,658380,519240,35749,6671200,NA,483340,1147000,NA,548170
Serine/threonine-protein phosphatase 1 regulatory subunit 10 OS=Homo sapiens OX=9606 GN=PPP1R10 PE=1 SV=1;,Q96QC0|PP1RA_HUMAN,UFSP2,NA,NA,NA,NA,14620000,NA,NA,NA,NA,NA,NA,20106000,NA,NA,1770500,355050,1064100,2567900,NA,5166500,NA,NA,NA,NA,0,600910,0,7179800,190830,1676200,NA,NA,NA
Ferrochelatase  mitochondrial OS=Homo sapiens OX=9606 GN=FECH PE=1 SV=2;;;,P22830|HEMH_HUMAN,PCYT2,575950,767460,901520,884010,1219000,2489500,NA,1449600,713570,1742600,934060,NA,NA,NA,NA,NA,NA,1163000,NA,1735800,NA,NA,NA,NA,NA,NA,NA,1061800,NA,NA,NA,NA,NA
Protein NipSnap homolog 2 OS=Homo sapiens OX=9606 GN=NIPSNAP2 PE=1 SV=1;;,O75323|NIPS2_HUMAN,TP53BP1,NA,NA,NA,426750,NA,1581500,0,NA,NA,170070,NA,983720,NA,294780,195000,NA,NA,NA,NA,1954900,NA,NA,NA,677130,NA,NA,NA,2835300,NA,NA,29081000,NA,421820
BRISC and BRCA1-A complex member 1 OS=Homo sapiens OX=9606 GN=BABAM1 PE=1 SV=1;;;,Q9NWV8|BABA1_HUMAN,ABCF3,NA,NA,281620,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,708690,0,NA,NA,NA,482760,NA,643780,NA,3779800,NA,NA,621290,282410,NA,NA,NA,NA
KH domain-containing  RNA-binding  signal transduction-associated protein 3 OS=Homo sapiens OX=9606 GN=KHDRBS3 PE=1 SV=1;;,O75525|KHDR3_HUMAN,MAVS,NA,NA,NA,NA,NA,2056300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1541500,NA,NA,240670,NA,NA,NA,NA,NA,NA,NA
A disintegrin and metalloproteinase with thrombospondin motifs 1 OS=Homo sapiens OX=9606 GN=ADAMTS1 PE=1 SV=4;;;,Q9UHI8|ATS1_HUMAN,TAP1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,9221000,1696000,0,NA,NA,NA,6322400,1990000,NA,NA,NA,930090,NA,NA,3066300,NA,NA
Oxysterol-binding protein-related protein 9 OS=Homo sapiens OX=9606 GN=OSBPL9 PE=1 SV=2;;;,Q96SU4|OSBL9_HUMAN,YIF1B,379920,NA,553940,NA,NA,NA,373010,NA,489920,NA,372510,NA,NA,NA,3035800,NA,8165100,69138,NA,5486700,0,NA,NA,2989800,NA,NA,1089600,NA,3059200,888170,4127200,1237500,421310
Endoplasmic reticulum aminopeptidase 2 OS=Homo sapiens OX=9606 GN=ERAP2 PE=1 SV=2;;;,Q6P179|ERAP2_HUMAN,CSNK1A1,NA,NA,NA,218730,NA,NA,NA,NA,NA,NA,1071300,NA,NA,NA,3052900,615570,NA,NA,NA,5415900,NA,NA,NA,1349400,NA,2389800,NA,NA,1857900,1976600,1551500,NA,NA
Keratin  type I cuticular Ha5 OS=Homo sapiens OX=9606 GN=KRT35 PE=1 SV=5;;;,Q92764|KRT35_HUMAN,CHCHD3,NA,NA,499220,NA,NA,NA,NA,NA,NA,NA,NA,NA,178260,NA,NA,NA,NA,NA,NA,NA,2393300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Renin receptor OS=Homo sapiens OX=9606 GN=ATP6AP2 PE=1 SV=2;;;,O75787|RENR_HUMAN,GNPAT,NA,NA,NA,0,NA,NA,1386100,327400,565820,513870,89908,162860,394940,4686100,307840,NA,1528900,NA,3342700,NA,NA,NA,NA,NA,NA,526920,NA,NA,NA,NA,NA,NA,NA
NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 OS=Homo sapiens OX=9606 GN=NDUFA8 PE=1 SV=3;;,P51970|NDUA8_HUMAN,TIMP3,5136400,564570,NA,6094600,3935600,8190400,NA,NA,NA,NA,94796,NA,NA,NA,777400,NA,5752400,1409700,1775800,4677700,1512300,2831000,10279000,3388900,7026100,1408300,2046500,2426200,NA,NA,1578700,NA,1109000
